dataset_type,lang,dataset_folder,seed,model_name,lr,bs,epochs,checkpoint,decoding_strategy,use_constrained_decoding,precision,recall,f1,timestamp,source_path
hotel_reviews,eng,mvp,123,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,85.88669125041905,85.7429718875502,85.81477139507622,20260729_115731,outputs/evals/hotel_reviews/eng/mvp/seed_123/20260729_115731_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/semantic_metrics.json
hotel_reviews,eng,mvp,2024,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,84.89618218352311,84.83935742971887,84.86776029460998,20260729_140648,outputs/evals/hotel_reviews/eng/mvp/seed_2024/20260729_140648_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/semantic_metrics.json
hotel_reviews,eng,mvp,31415,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,84.2752659574468,84.83935742971887,84.55637091394263,20260729_161649,outputs/evals/hotel_reviews/eng/mvp/seed_31415/20260729_161649_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/semantic_metrics.json
hotel_reviews,eng,mvp,777,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,85.5718085106383,86.14457831325302,85.85723815877252,20260729_182547,outputs/evals/hotel_reviews/eng/mvp/seed_777/20260729_182547_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/semantic_metrics.json
hotel_reviews,eng,mvp,9584,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,85.38767395626242,86.24497991967871,85.8141858141858,20260729_094912,outputs/evals/hotel_reviews/eng/mvp/seed_9584/20260729_094912_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/semantic_metrics.json
hotel_reviews,eng,mvp_aos,123,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,85.01847497480685,84.70548862115128,84.86169321039398,20260731_013257,outputs/evals/hotel_reviews/eng/mvp_aos/seed_123/20260731_013257_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/semantic_metrics.json
hotel_reviews,eng,mvp_aos,2024,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,84.5122360040228,84.37081659973227,84.44146709093954,20260731_015909,outputs/evals/hotel_reviews/eng/mvp_aos/seed_2024/20260731_015909_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/semantic_metrics.json
hotel_reviews,eng,mvp_aos,31415,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,84.38127090301003,84.43775100401606,84.40950150552024,20260731_022537,outputs/evals/hotel_reviews/eng/mvp_aos/seed_31415/20260731_022537_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/semantic_metrics.json
hotel_reviews,eng,mvp_aos,777,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,84.42161087172688,85.2409638554217,84.8293089092423,20260731_025151,outputs/evals/hotel_reviews/eng/mvp_aos/seed_777/20260731_025151_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/semantic_metrics.json
hotel_reviews,eng,mvp_aos,9584,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,85.48009367681499,85.5087014725569,85.4943951815292,20260731_010639,outputs/evals/hotel_reviews/eng/mvp_aos/seed_9584/20260731_010639_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/semantic_metrics.json
hotel_reviews,indo,mvp,123,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,83.38881491344874,83.89149363697254,83.63939899833056,20260802_055529,outputs/evals/hotel_reviews/indo/mvp/seed_123/20260802_055529_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/semantic_metrics.json
hotel_reviews,indo,mvp,2024,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,81.34353175922847,81.91560616208974,81.62856666110461,20260802_080420,outputs/evals/hotel_reviews/indo/mvp/seed_2024/20260802_080420_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/semantic_metrics.json
hotel_reviews,indo,mvp,31415,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,82.10491367861886,82.81982585398526,82.46082027342447,20260802_101449,outputs/evals/hotel_reviews/indo/mvp/seed_31415/20260802_101449_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/semantic_metrics.json
hotel_reviews,indo,mvp,777,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,82.75405494869248,83.72404554588077,83.23622440486099,20260802_122416,outputs/evals/hotel_reviews/indo/mvp/seed_777/20260802_122416_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/semantic_metrics.json
hotel_reviews,indo,mvp,9584,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,82.73572377158035,83.45612860013397,83.09436478826277,20260802_034546,outputs/evals/hotel_reviews/indo/mvp/seed_9584/20260802_034546_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/semantic_metrics.json
hotel_reviews,indo,mvp_aos,123,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,82.4216144096064,82.75284661754856,82.58689839572192,20260802_041359,outputs/evals/hotel_reviews/indo/mvp_aos/seed_123/20260802_041359_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/semantic_metrics.json
hotel_reviews,indo,mvp_aos,2024,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,82.93729372937294,84.15941058271935,83.5438829787234,20260802_044033,outputs/evals/hotel_reviews/indo/mvp_aos/seed_2024/20260802_044033_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/semantic_metrics.json
hotel_reviews,indo,mvp_aos,31415,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,81.7148424813251,84.25987943737442,82.96784830997528,20260802_050707,outputs/evals/hotel_reviews/indo/mvp_aos/seed_31415/20260802_050707_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/semantic_metrics.json
hotel_reviews,indo,mvp_aos,777,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,83.31671651711532,83.95847287340924,83.63636363636363,20260802_053359,outputs/evals/hotel_reviews/indo/mvp_aos/seed_777/20260802_053359_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/semantic_metrics.json
hotel_reviews,indo,mvp_aos,9584,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,81.65621906961398,82.88680509042197,82.26691042047533,20260802_034734,outputs/evals/hotel_reviews/indo/mvp_aos/seed_9584/20260802_034734_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/semantic_metrics.json
hotel_reviews,jav,mvp,123,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,79.1970802919708,79.77941176470588,79.48717948717949,20260729_120143,outputs/evals/hotel_reviews/jav/mvp/seed_123/20260729_120143_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/semantic_metrics.json
hotel_reviews,jav,mvp,2024,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,78.6353097052004,79.34491978609626,78.9885210447513,20260729_141519,outputs/evals/hotel_reviews/jav/mvp/seed_2024/20260729_141519_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/semantic_metrics.json
hotel_reviews,jav,mvp,31415,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,78.29661295626438,79.5788770053476,78.9325377092657,20260729_163017,outputs/evals/hotel_reviews/jav/mvp/seed_31415/20260729_163017_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/semantic_metrics.json
hotel_reviews,jav,mvp,777,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,79.08453057133312,79.11096256684492,79.09774436090227,20260729_184320,outputs/evals/hotel_reviews/jav/mvp/seed_777/20260729_184320_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/semantic_metrics.json
hotel_reviews,jav,mvp,9584,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,79.20133111480865,79.54545454545455,79.37301984325495,20260729_094912,outputs/evals/hotel_reviews/jav/mvp/seed_9584/20260729_094912_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/semantic_metrics.json
hotel_reviews,jav,mvp_aos,123,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,77.7262180974478,78.37566844919786,78.0495922782493,20260731_013346,outputs/evals/hotel_reviews/jav/mvp_aos/seed_123/20260731_013346_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/semantic_metrics.json
hotel_reviews,jav,mvp_aos,2024,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,76.68205804749341,77.7072192513369,77.19123505976096,20260731_020032,outputs/evals/hotel_reviews/jav/mvp_aos/seed_2024/20260731_020032_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/semantic_metrics.json
hotel_reviews,jav,mvp_aos,31415,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,77.32673267326733,78.30882352941177,77.81467950846894,20260731_022727,outputs/evals/hotel_reviews/jav/mvp_aos/seed_31415/20260731_022727_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/semantic_metrics.json
hotel_reviews,jav,mvp_aos,777,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,76.40522875816993,78.14171122994652,77.26371447455386,20260731_025421,outputs/evals/hotel_reviews/jav/mvp_aos/seed_777/20260731_025421_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/semantic_metrics.json
hotel_reviews,jav,mvp_aos,9584,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,74.02804333970681,77.6403743315508,75.79119086460032,20260731_010639,outputs/evals/hotel_reviews/jav/mvp_aos/seed_9584/20260731_010639_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/semantic_metrics.json
hotel_reviews,mad,mvp,123,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,71.85236288375302,69.85244802146211,70.8382928073457,20260729_231013,outputs/evals/hotel_reviews/mad/mvp/seed_123/20260729_231013_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/semantic_metrics.json
hotel_reviews,mad,mvp,2024,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,72.20480668756531,69.51710261569416,70.83546899026139,20260730_012514,outputs/evals/hotel_reviews/mad/mvp/seed_2024/20260730_012514_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/semantic_metrics.json
hotel_reviews,mad,mvp,31415,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,71.84567257559958,69.3158953722334,70.55811571940605,20260730_033935,outputs/evals/hotel_reviews/mad/mvp/seed_31415/20260730_033935_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/semantic_metrics.json
hotel_reviews,mad,mvp,777,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,71.51702786377709,69.71830985915493,70.60621497707591,20260730_055358,outputs/evals/hotel_reviews/mad/mvp/seed_777/20260730_055358_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/semantic_metrics.json
hotel_reviews,mad,mvp,9584,gemma-3-270m,5e-05,4,10,7760,unconstrained_decoding,False,72.8005608131791,69.65124077800134,71.191088260497,20260729_205502,outputs/evals/hotel_reviews/mad/mvp/seed_9584/20260729_205502_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-7760/unconstrained_decoding/semantic_metrics.json
hotel_reviews,mad,mvp_aos,123,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,71.54840964697658,68.64520456069752,70.06674653431456,20260731_034850,outputs/evals/hotel_reviews/mad/mvp_aos/seed_123/20260731_034850_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/semantic_metrics.json
hotel_reviews,mad,mvp_aos,2024,gemma-3-270m,5e-05,4,10,1560,unconstrained_decoding,False,72.00140696447414,68.64520456069752,70.2832618025751,20260731_041626,outputs/evals/hotel_reviews/mad/mvp_aos/seed_2024/20260731_041626_train_model-gemma-3-270m_lr-5e-05_bs-4_epochs-10/checkpoint-1560/unconstrained_decoding/semantic_metrics.json
